codigo,nombre_es,nombre_en,descripcion_en,simbolo,factor_conversion,nivel_categoria,categoria_es,estado
K98,,quart (US liquid) per day,,qt (US liq.)/d,"1,095 316 x 10⁻⁸ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K99,,quart (US liquid) per hour,,qt (US liq.)/h,"2,628 758 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
KA,,cake,"A unit of count defining the number of cakes (cake: object shaped into a flat, compact mass).",,,3.9,Informativa - varias,Vigente
KAT,,katal,A unit of catalytic activity defining the catalytic activity of enzymes and other catalysts.,kat,s⁻¹ x mol,1M,Normativa - múltiplos de uso común,Vigente
KB,,kilocharacter,A unit of information equal to 10³ (1000) characters.,,,3.9,Informativa - varias,Vigente
KBA,,kilobar,,kbar,10⁸ Pa,1M,Normativa - múltiplos de uso común,Vigente
KCC,,kilogram of choline chloride,A unit of mass equal to one thousand grams of choline chloride.,kg C₅ H₁₄ClNO,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KD,,kilogram decimal,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
KDW,,kilogram drained net weight,"A unit of mass defining the net number of kilograms of a product, disregarding the liquid content of the product.",kg/net eda,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KEL,kelvin,kelvin,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),K,K,1,Normativa (SI),Vigente
KF,,kilopacket,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
KG,,keg,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
KGM,kilogramo,kilogram,A unit of mass equal to one thousand grams.,kg,kg,1,Normativa (SI),Vigente
KGS,,kilogram per second,,kg/s,kg/s,1,Normativa (SI),Vigente
KHY,,kilogram of hydrogen peroxide,A unit of mass equal to one thousand grams of hydrogen peroxide.,kg H₂O₂,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KHZ,kilohercio,kilohertz,,kHz,10³ Hz,1S,Normativa - múltiplos estándar,Vigente
KI,,kilogram per millimetre width,,,10³ kg/m,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KIC,,"kilogram, including container","A unit of mass defining the number of kilograms of a product, including its container.",,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KIP,,"kilogram, including inner packaging","A unit of mass defining the number of kilograms of a product, including its inner packaging materials.",,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KJ,,kilosegment,A unit of information equal to 10³ (1000) segments.,,,3.6,Informativa - unidades de tecnología de la información,Vigente
KJO,kilojulio,kilojoule,,kJ,10³ J,1S,Normativa - múltiplos estándar,Vigente
KL,,kilogram per metre,,kg/m,kg/m,1,Normativa (SI),Vigente
KLK,,lactic dry material percentage,A unit of proportion defining the percentage of dry lactic material in a product.,,,3.5,Informativa - unidades específicas de industria,Vigente
KLX,,kilolux,A unit of illuminance equal to one thousand lux.,klx,10³ cd x sr / m²,1M,Normativa - múltiplos de uso común,Vigente
KMA,,kilogram of methylamine,A unit of mass equal to one thousand grams of methylamine.,kg met.am.,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KMH,kilómetro por hora,kilometre per hour,,km/h,"0,277 778 m/s",1S,Normativa - múltiplos estándar,Vigente
KMK,kilómetro cuadrado,square kilometre,,km²,10⁶ m²,1S,Normativa - múltiplos estándar,Vigente
KMQ,,kilogram per cubic metre,A unit of weight expressed in kilograms of a substance that fills a volume of one cubic metre.,kg/m³,kg/m³,1,Normativa (SI),Vigente
KMT,kilómetro,kilometre,,km,10³ m,1S,Normativa - múltiplos estándar,Vigente
KNI,,kilogram of nitrogen,A unit of mass equal to one thousand grams of nitrogen.,kg N,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KNM,,kilonewton per square metre,Pressure expressed in kN/m2.,kN/m2,103pascal,1S,Normativa - múltiplos estándar,Vigente
KNS,,kilogram named substance,A unit of mass equal to one kilogram of a named substance.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KNT,,knot,,kn,"0,514 444 m/s",1,Normativa (SI),Vigente
KO,,milliequivalence caustic potash per gram of product,A unit of count defining the number of milligrams of potassium hydroxide per gram of product as a measure of the concentration of potassium hydroxide in the product.,,,3.9,Informativa - varias,Vigente
KPA,kilopascal,kilopascal,,kPa,10³ Pa,1S,Normativa - múltiplos estándar,Vigente
KPH,,kilogram of potassium hydroxide (caustic potash),A unit of mass equal to one thousand grams of potassium hydroxide (caustic potash).,kg KOH,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KPO,,kilogram of potassium oxide,A unit of mass equal to one thousand grams of potassium oxide.,kg K₂O,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KPP,,kilogram of phosphorus pentoxide (phosphoric anhydride),A unit of mass equal to one thousand grams of phosphorus pentoxide phosphoric anhydride.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KR,,kiloroentgen,,kR,"2,58 x 10⁻¹ C/kg",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
KS,,thousand pound per square inch,,,,3.8,Informativa - múltiplos / fracciones / decimales,Eliminado de la Rec. 20
KSD,,kilogram of substance 90 % dry,A unit of mass equal to one thousand grams of a named substance that is 90% dry.,kg 90 % sdt,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KSH,,kilogram of sodium hydroxide (caustic soda),A unit of mass equal to one thousand grams of sodium hydroxide (caustic soda).,kg NaOH,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KT,kit,kit,"A unit of count defining the number of kits (kit: tub, barrel or pail).",,,3.2,Informativa - unidades de venta,Vigente
KTM,kilómetro,kilometre,,km,10³ m,1S,Normativa - múltiplos estándar,Eliminado de la Rec. 20
KTN,kilotonelada métrica,kilotonne,,kt,10⁶ kg,1M,Normativa - múltiplos de uso común,Vigente
KUR,,kilogram of uranium,A unit of mass equal to one thousand grams of uranium.,kg U,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KVA,,kilovolt - ampere,,kV·A,10³ V x A,1S,Normativa - múltiplos estándar,Vigente
KVR,,kilovar,,kvar,10³ V x A,1S,Normativa - múltiplos estándar,Vigente
KVT,,kilovolt,,kV,10³ V,1S,Normativa - múltiplos estándar,Vigente
KW,,kilogram per millimetre,,kg/mm,10³ kg/m,1M,Normativa - múltiplos de uso común,Vigente
KWH,kilovatio hora,kilowatt hour,,kW·h,"3,6 x 10⁶ J",1S,Normativa - múltiplos estándar,Vigente
KWN,,Kilowatt hour per normalized cubic metre,Kilowatt hour per normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ).,,,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
KWO,,kilogram of tungsten trioxide,A unit of mass equal to one thousand grams of tungsten trioxide.,kg WO₃,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
KWS,,Kilowatt hour per standard cubic metre,Kilowatt hour per standard cubic metre (temperature 15°C and pressure 1013.25 millibars).,,,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
KWT,kilovatio,kilowatt,,kW,10³ W,1S,Normativa - múltiplos estándar,Vigente
KWY,,kilowatt year,killowatt year,kW/year,,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
KX,,millilitre per kilogram,,ml/kg,10⁻⁶ m³/kg,1M,Normativa - múltiplos de uso común,Vigente
L10,,quart (US liquid) per minute,,qt (US liq.)/min,"1,577 255 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L11,,quart (US liquid) per second,,qt (US liq.)/s,"9,463 529 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L12,,metre per second kelvin,,(m/s)/K,(m/s)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L13,,metre per second bar,,(m/s)/bar,10⁻⁵ (m/s)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L14,,square metre hour degree Celsius per kilocalorie (international table),,m²·h·°C/kcal,"0,859 845 2 m² x s x K/J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L15,,millipascal second per kelvin,,mPa·s/K,10⁻³ Pa x s/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L16,,millipascal second per bar,,mPa·s/bar,10⁻⁸ s,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L17,,milligram per cubic metre kelvin,,(mg/m³)/K,10⁻⁶ (kg/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L18,,milligram per cubic metre bar,,(mg/m³)/bar,10⁻¹¹ (kg/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L19,,millilitre per litre,,ml/l,10⁻³,1S,Normativa - múltiplos estándar,Vigente
L2,,litre per minute,,l/min,"1,666 67 x 10⁻⁵ m³/s",1M,Normativa - múltiplos de uso común,Vigente
L20,,reciprocal cubic millimetre,,1/mm³,10⁹ m⁻³,1S,Normativa - múltiplos estándar,Vigente
L21,,cubic millimetre per cubic metre,,mm³/m³,10⁹,1S,Normativa - múltiplos estándar,Vigente
L23,,mole per hour,,mol/h,"2,777 78 x 10⁻⁴ mol/s",1S,Normativa - múltiplos estándar,Vigente
L24,,mole per kilogram kelvin,,(mol/kg)/K,(mol/kg)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L25,,mole per kilogram bar,,(mol/kg)/bar,10⁻⁵ (mol/kg)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L26,,mole per litre kelvin,,(mol/l)/K,10³ (mol/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L27,,mole per litre bar,,(mol/l)/bar,10⁻² (mol/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L28,,mole per cubic metre kelvin,,(mol/m³)/K,(mol/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L29,,mole per cubic metre bar,,(mol/m³)/bar,10⁻⁵ (mol/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L30,,mole per minute,,mol/min,"1,666 67 x 10⁻² mol/s",1S,Normativa - múltiplos estándar,Vigente
L31,,milliroentgen aequivalent men,,mrem,10⁻⁵ Sv,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L32,,nanogram per kilogram,,ng/kg,10⁻¹²,1S,Normativa - múltiplos estándar,Vigente
L33,,ounce (avoirdupois) per day,,oz/d,"3,281 194 x 10⁻⁷kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L34,,ounce (avoirdupois) per hour,,oz/h,"7,874 867 x 10⁻⁶ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L35,,ounce (avoirdupois) per minute,,oz/min,"4,724 92 x 10⁻⁴ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L36,,ounce (avoirdupois) per second,,oz/s,"2,834 952 x 10⁻² kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L37,,ounce (avoirdupois) per gallon (UK),,oz/gal (UK),"6,236 023 kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L38,,ounce (avoirdupois) per gallon (US),,oz/gal (US),"7,489 152 kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L39,,ounce (avoirdupois) per cubic inch,,oz/in³,"1,729 994 x 10³ kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L40,,ounce (avoirdupois)-force,,ozf,"0,278 013 9 N",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L41,,ounce (avoirdupois)-force inch,,ozf·in,"7,061 552 x 10⁻³ N x m",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L42,,picosiemens per metre,,pS/m,10⁻¹² S/m,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L43,,peck (UK),,pk (UK),"9,092 181 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L44,,peck (UK) per day,,pk (UK)/d,"1,052 336 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L45,,peck (UK) per hour,,pk (UK)/h,"2,525 606 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L46,,peck (UK) per minute,,pk (UK)/min,"1,515 363 5 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L47,,peck (UK) per second,,pk (UK)/s,"9,092 181 x 10⁻³ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L48,,peck (US dry) per day,,pk (US dry)/d,"1,019 649 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L49,,peck (US dry) per hour,,pk (US dry)/h,"2,447 158 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L50,,peck (US dry) per minute,,pk (US dry)/min,"1,468 295 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L51,,peck (US dry) per second,,pk (US dry)/s,"8,809 768 x 10⁻³ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L52,,psi per psi,,psi/psi,1.0,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L53,,pint (UK) per day,,pt (UK)/d,"6,577 098 x 10⁻⁹ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L54,,pint (UK) per hour,,pt (UK)/h,"1,578 504 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L55,,pint (UK) per minute,,pt (UK)/min,"9,471 022 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L56,,pint (UK) per second,,pt (UK)/s,"5,682 613 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L57,,pint (US liquid) per day,,pt (US liq.)/d,"5,476 580 x 10⁻⁹ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L58,,pint (US liquid) per hour,,pt (US liq.)/h,"1,314 379 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L59,,pint (US liquid) per minute,,pt (US liq.)/min,"7,886 275 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L60,,pint (US liquid) per second,,pt (US liq.)/s,"4,731 765 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L61,,pint (US dry),Use dry pint (common code PTD),pt (US dry),"5,506 105 x 10⁻⁴ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Eliminado de la Rec. 20
L62,,quart (US dry),Use dry quart (US) (common code QTD),qt (US dry),"1,101 221 x 10⁻³ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Eliminado de la Rec. 20
L63,,slug per day,,slug/d,"1,689 109 x 10⁻⁴ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L64,,slug per foot second,,slug/(ft·s),"47,880 26 Pa x s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L65,,slug per cubic foot,,slug/ft³,"5,153 788 x 10² kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L66,,slug per hour,,slug/h,"4,053 861 x 10⁻³ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L67,,slug per minute,,slug/min,"0,243 231 7 kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L68,,slug per second,,slug/s,"14,593 90 kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L69,,tonne per kelvin,,t/K,10³ kg/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L70,,tonne per bar,,t/bar,10⁻² kg/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L71,,tonne per day,,t/d,"1,157 41 x 10⁻² kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L72,,tonne per day kelvin,,(t/d)/K,"1,157 41 x 10⁻² (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L73,,tonne per day bar,,(t/d)/bar,"1,157 41 x 10⁻⁷ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L74,,tonne per hour kelvin,,(t/h)/K,"2,777 78 x 10⁻¹ (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L75,,tonne per hour bar,,(t/h)/bar,"2,777 78 x 10⁻⁶ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L76,,tonne per cubic metre kelvin,,(t/m³)/K,10³ (kg/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L77,,tonne per cubic metre bar,,(t/m³)/bar,10⁻² (kg/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L78,,tonne per minute,,t/min,"16,666 7 kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L79,,tonne per minute kelvin,,(t/min)/K,"16,666 7 (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L80,,tonne per minute bar,,(t/min)/bar,"1,666 67 x 10⁻⁴ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L81,,tonne per second,,t/s,10³ kg/s,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L82,,tonne per second kelvin,,(t/s)/K,10³ (kg/s)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L83,,tonne per second bar,,(t/s)/bar,10⁻² (kg/s)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L84,,ton (UK shipping),,British shipping ton,"1,189 3 m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L85,,ton long per day,,ton (UK)/d,"1,175 980 x 10⁻² kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L86,,ton (US shipping),,(US) shipping ton,"1,132 6 m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L87,,ton short per degree Fahrenheit,,ton (US)/°F,"1,632 932 x 10³ kg/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L88,,ton short per day,,ton (US)/d,"1,049 982 x 10⁻² kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L89,,ton short per hour degree Fahrenheit,,ton (US)/(h·°F),"0,453 592 2 kg/s x K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L90,,ton short per hour psi,,(ton (US)/h)/psi,"3,654 889 x 10⁻⁵ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L91,,ton short per psi,,ton (US)/psi,"0,131 576",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L92,,ton (UK long) per cubic yard,,ton.l/yd³ (UK),"1,328 939 x 10³ kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L93,,ton (US short) per cubic yard,,ton.s/yd³ (US),"1,186 553 x 10³ kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L94,,ton-force (US short),,ton.sh-force,"8,896 443 x 10³ N",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L95,,common year,,y (365 days),"3,153 6 x 10⁷ s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L96,,sidereal year,,y (sidereal),"3,155 815 x 10⁷ s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L98,,yard per degree Fahrenheit,,yd/°F,"1,645 92 m/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
L99,,yard per psi,,yd/psi,"1,326 225 x 10⁻⁴ m/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
LA,,pound per cubic inch,,lb/in³,"2,767 990 x 10⁴ kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
LAC,,lactose excess percentage,A unit of proportion defining the percentage of lactose in a product that exceeds a defined percentage level.,,,3.5,Informativa - unidades específicas de industria,Vigente
LBR,libra,pound,,lb,"0,453 592 37 kg",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
LBT,,troy pound (US),,,"373,241 7 g",3.5,Informativa - unidades específicas de industria,Vigente
LC,,linear centimetre,,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Eliminado de la Rec. 20
LD,,litre per day,,l/d,"1,157 41 x 10⁻⁸ m³/s",1M,Normativa - múltiplos de uso común,Vigente
LE,,lite,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
LEF,,leaf,A unit of count defining the number of leaves.,,,3.5,Informativa - unidades específicas de industria,Vigente
LF,,linear foot,A unit of count defining the number of feet (12-inch) in length of a uniform width object.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
LH,,labour hour,A unit of time defining the number of labour hours.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
LI,,linear inch,,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Eliminado de la Rec. 20
LJ,,large spray,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
LK,,link,A unit of distance equal to 0.01 chain.,,,3.9,Informativa - varias,Vigente
LM,,linear metre,A unit of count defining the number of metres in length of a uniform width object.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
